fips,scenario,period_label,TXx_median,TXx_delta,SU_median,SU_delta,TR_median,TR_delta,WSDI_median,WSDI_delta,TXge90F_median,TXge90F_delta,TXge100F_median,TXge100F_delta,CDD_median,CDD_delta,Rx1day_median,Rx1day_delta,R20mm_median,R20mm_delta,TXx_p10,TXx_p90,SU_p10,SU_p90,TR_p10,TR_p90,WSDI_p10,WSDI_p90,TXge90F_p10,TXge90F_p90,TXge100F_p10,TXge100F_p90,CDD_p10,CDD_p90,Rx1day_p10,Rx1day_p90,R20mm_p10,R20mm_p90,TXx_nex_delta
48001,ssp245,near,41.08714285714286,1.68,229.2142857142857,17.5,149.42857142857142,21.0,33.714285714285715,21.0,115.64285714285714,17.5,26.857142857142858,14.0,36.52857142857143,2.1,96.8526714285714,4.5241,22.02442857142857,0.4529999999999999,40.387142857142855,41.78714285714286,183.37142857142857,275.0571428571429,119.54285714285712,179.3142857142857,26.97142857142857,40.457142857142856,92.5142857142857,138.77142857142857,21.485714285714288,32.22857142857143,29.222857142857144,43.83428571428572,77.48213714285713,116.2232057142857,17.619542857142857,26.429314285714288,5.046757289341514
48005,ssp245,near,41.03714285714285,1.68,232.07142857142856,17.5,153.42857142857142,21.0,32.57142857142857,21.0,110.07142857142856,17.5,24.142857142857142,14.0,26.38571428571429,2.1,301.07798571428566,14.0637,44.34057142857143,0.912,40.33714285714285,41.73714285714286,185.65714285714287,278.4857142857143,122.74285714285712,184.1142857142857,26.057142857142857,39.08571428571428,88.05714285714285,132.0857142857143,19.314285714285717,28.97142857142857,21.10857142857143,31.662857142857145,240.8623885714285,361.2935828571428,35.472457142857145,53.208685714285714,4.6301068987165195
48007,ssp245,near,37.34428571428571,1.68,251.78571428571428,17.5,218.14285714285717,21.0,31.714285714285715,21.0,92.92857142857144,17.5,14.0,14.0,37.24285714285715,2.1,211.43594047619047,9.876416666666668,19.399,0.3989999999999999,36.64428571428571,38.044285714285714,201.42857142857144,302.1428571428571,174.5142857142857,261.7714285714286,25.371428571428574,38.05714285714286,74.34285714285714,111.51428571428572,11.2,16.8,29.79428571428572,44.691428571428574,169.14875238095237,253.72312857142856,15.519199999999998,23.2788,4.339284842354914
48013,ssp245,near,43.20857142857143,1.68,275.5,17.5,172.85714285714286,21.0,35.0,21.0,161.21428571428572,17.5,59.0,14.0,37.52857142857143,2.1,111.5087,5.2087,15.752571428571429,0.3239999999999999,42.50857142857142,43.90857142857143,220.4,330.6,138.28571428571428,207.42857142857144,28.0,42.0,128.9714285714286,193.45714285714288,47.2,70.8,30.022857142857145,45.03428571428572,89.20696,133.81044,12.602057142857142,18.903085714285712,2.5876379830496674
48017,ssp245,near,42.48,1.68,208.92857142857144,17.5,32.14285714285714,21.0,29.142857142857142,21.0,112.35714285714286,17.5,28.714285714285715,14.0,56.67142857142857,2.1,55.62697142857142,2.5984,5.250857142857143,0.108,41.78,43.18000000000001,167.14285714285714,250.7142857142857,25.71428571428571,38.57142857142857,23.314285714285717,34.971428571428575,89.88571428571429,134.82857142857142,22.97142857142857,34.457142857142856,45.33714285714286,68.00571428571429,44.50157714285714,66.7523657142857,4.200685714285714,6.301028571428572,0.9817337036132798
48025,ssp245,near,40.93714285714286,1.68,261.2142857142857,17.5,175.85714285714286,21.0,30.42857142857143,21.0,138.07142857142856,17.5,28.285714285714285,14.0,83.52857142857142,2.1,112.4677857142857,5.2535,10.79342857142857,0.2219999999999999,40.23714285714286,41.63714285714286,208.9714285714286,313.45714285714286,140.68571428571428,211.02857142857144,24.342857142857145,36.51428571428572,110.45714285714284,165.68571428571423,22.628571428571423,33.94285714285714,66.82285714285715,100.2342857142857,89.97422857142855,134.96134285714282,8.634742857142857,12.952114285714284,2.980809565952846
48027,ssp245,near,42.39071428571429,1.68,236.5,17.5,154.28571428571428,21.0,33.42857142857143,21.0,128.92857142857144,17.5,34.42857142857143,14.0,38.24285714285715,2.1,143.77294285714285,6.7158,18.086285714285715,0.372,41.690714285714286,43.09071428571429,189.2,283.8,123.42857142857142,185.14285714285717,26.742857142857144,40.114285714285714,103.14285714285715,154.71428571428572,27.542857142857144,41.31428571428572,30.59428571428572,45.89142857142858,115.01835428571428,172.52753142857142,14.469028571428572,21.703542857142857,3.612300545828681
48029,ssp245,near,42.17642857142857,1.68,262.2142857142857,17.5,180.28571428571428,21.0,34.85714285714286,21.0,146.35714285714286,17.5,40.57142857142857,14.0,35.24285714285715,2.1,108.47409285714284,5.06695,15.46085714285714,0.3179999999999999,41.47642857142857,42.876428571428576,209.77142857142857,314.65714285714284,144.22857142857143,216.34285714285716,27.88571428571429,41.82857142857144,117.08571428571427,175.62857142857143,32.457142857142856,48.68571428571428,28.19428571428572,42.291428571428575,86.77927428571428,130.16891142857142,12.368685714285713,18.55302857142857,3.2425530569893937
48039,ssp245,near,39.24904761904762,1.68,248.78571428571428,17.5,198.7142857142857,21.0,31.857142857142858,21.0,100.92857142857144,17.5,16.285714285714285,14.0,24.67142857142857,2.1,260.83385,12.18385,44.48642857142857,0.9149999999999998,38.54904761904762,39.949047619047626,199.0285714285714,298.54285714285714,158.9714285714286,238.45714285714288,25.485714285714288,38.22857142857143,80.74285714285715,121.11428571428571,13.028571428571428,19.54285714285714,19.737142857142857,29.605714285714285,208.66708,313.00062,35.58914285714285,53.38371428571429,2.4011115301223
48041,ssp245,near,42.92285714285714,1.68,245.2142857142857,17.5,178.14285714285714,21.0,32.57142857142857,21.0,132.35714285714286,17.5,36.0,14.0,35.957142857142856,2.1,267.7197857142857,12.5055,31.21342857142857,0.642,42.22285714285714,43.62285714285714,196.17142857142855,294.25714285714287,142.5142857142857,213.77142857142857,26.057142857142857,39.08571428571428,105.88571428571429,158.82857142857142,28.8,43.2,28.765714285714285,43.14857142857143,214.17582857142853,321.26374285714286,24.970742857142856,37.456114285714285,3.7774553571428626
